query_id	doc_id	rank	score
10605	doc-29bb6e3505e8cb1e	1	0.81757110
10605	doc-555085c66c6745a3	2	0.81155086
10605	doc-72bc393db4b63d09	3	0.80567008
10605	doc-2a9d2c0363aab0aa	4	0.80402672
10605	doc-f952d93f49261451	5	0.80311978
10605	doc-58f081264fec2480	6	0.80248249
10605	doc-0081e300f0c5403c	7	0.80175161
10605	doc-72ba35a72fed92d6	8	0.80170399
10605	doc-90d3b26e2f635f51	9	0.79912567
10605	doc-02f312791c6dac9b	10	0.79862559
10605	doc-ff5908f80fde40b7	11	0.79632437
10605	doc-d3f2c492d639b3ea	12	0.79594934
10605	doc-dee6223b3990015e	13	0.79356021
10605	doc-9c8a0a64eefd6ce9	14	0.79251838
10605	doc-4710bbc7d191fa07	15	0.79201531
10605	doc-6f83e7e8b96cef8e	16	0.79200292
10605	doc-b74f824b9bff1f8f	17	0.79181159
10605	doc-2d20028295cdadcd	18	0.79132593
10605	doc-7ae9805397edaaa8	19	0.79015887
10605	doc-62fdebafdfbaeeb7	20	0.78849095
10605	doc-de9f1a76beddefa5	21	0.78846788
10605	doc-78b2451976975730	22	0.78841555
10605	doc-263368468342e04f	23	0.78836477
10605	doc-9c6ffc8c9455b2c9	24	0.78747189
10605	doc-2603f2774de507c7	25	0.78743470
10605	doc-166a17809c28df2f	26	0.78600091
10605	doc-036fdbb06c478f12	27	0.78574336
10605	doc-6b145832e4c9fd1c	28	0.78450823
10605	doc-7e4425fcd0c03820	29	0.78378677
10605	doc-04b6ab9d23c18151	30	0.78308094
10605	doc-f17aaa54c8c1cd07	31	0.78298515
10605	doc-a6d7c36db2b9fc44	32	0.78281355
10605	doc-5631283746b4487a	33	0.78265250
10605	doc-64a29d3fe4361bbf	34	0.78235149
10605	doc-afdd1eb8e179b8c0	35	0.78210616
10605	doc-9e21c3c4005b3045	36	0.78162622
10605	doc-afb540812c7b668b	37	0.78125107
10605	doc-5653d8ebd9c49f5b	38	0.78013706
10605	doc-61ab00409dd34401	39	0.77903175
10605	doc-9785f9936104288c	40	0.77843279
10605	doc-f7722c0505e959c3	41	0.77840984
10605	doc-8df0484750f85409	42	0.77835214
10605	doc-be8786dc770dcdda	43	0.77817023
10605	doc-309c814d4ba7f736	44	0.77790397
10605	doc-befb0d84963f5ab6	45	0.77787274
10605	doc-93a0a9a95b2871d0	46	0.77738249
10605	doc-3e7f8b736adab609	47	0.77733082
10605	doc-2242399fb2d0fa30	48	0.77728915
10605	doc-6bfce5829aca6187	49	0.77717137
10605	doc-406612505a0b0b9f	50	0.77716362
10605	doc-5d2bd393f1aa2dd7	51	0.77546769
10605	doc-6ec7f5faed90d6f9	52	0.77531731
10605	doc-e0b67ba97343829f	53	0.77503622
10605	doc-b23378d73e714cb1	54	0.77495468
10605	doc-b59612de6e7de22e	55	0.77237469
10605	doc-8b6b6bbffde7d317	56	0.77231950
10605	doc-757c194f020f514e	57	0.77120513
10605	doc-d0b1dd17b184c71c	58	0.77103913
10605	doc-648bdeb258291f32	59	0.77091706
10605	doc-7a032428a3e9b53b	60	0.77079278
10605	doc-51e242b84d8d95d9	61	0.77052534
10605	doc-cd78c4b91df10277	62	0.77012002
10605	doc-4e72fa5c1199271e	63	0.76856554
10605	doc-31869dfad0455f70	64	0.76850379
10605	doc-85d8e85c8c989100	65	0.76803493
10605	doc-ec51a0bf6e5de09d	66	0.76762176
10605	doc-8550e39884f7980a	67	0.76683891
10605	doc-c83d009a3690a72f	68	0.76574087
10605	doc-56692af771d1c18a	69	0.76512402
10605	doc-6f3c7c5898547879	70	0.76491356
10605	doc-0bdc29a62f6c7fc8	71	0.76489830
10605	doc-2128a4216d980fb0	72	0.76267463
10605	doc-b10e178df21f9d44	73	0.76216364
10605	doc-c3f766b0d2f27d98	74	0.76212937
10605	doc-d3f9bca9c8f7e038	75	0.76190686
10605	doc-78c12b84556bb09d	76	0.76189053
10605	doc-0decdab90027cfdd	77	0.76159400
10605	doc-4d143f69ba4fd62f	78	0.76038700
