query_id	doc_id	rank	score
10005	doc-90d3b26e2f635f51	1	1.00000000
10007	doc-46693ff451d479bf	1	1.00000000
10007	doc-90d3b26e2f635f51	2	0.50000000
10010	doc-64a29d3fe4361bbf	1	1.00000000
10010	doc-90d3b26e2f635f51	2	0.50000000
10029	doc-5653d8ebd9c49f5b	1	1.00000000
10029	doc-406612505a0b0b9f	2	0.50000000
10029	doc-2242399fb2d0fa30	3	0.33333333
10029	doc-56568b6ac823c4cb	4	0.25000000
10029	doc-f17aaa54c8c1cd07	5	0.20000000
10029	doc-9c8a0a64eefd6ce9	6	0.16666667
10029	doc-0cc75c1cd1e762f0	7	0.14285714
10029	doc-e0b67ba97343829f	8	0.12500000
10029	doc-58f081264fec2480	9	0.11111111
10055	doc-9b4625f96a64ee0a	1	1.00000000
10055	doc-6f83e7e8b96cef8e	2	0.50000000
10055	doc-368d585e959425be	3	0.33333333
10057	doc-cd78c4b91df10277	1	1.00000000
10071	doc-62fdebafdfbaeeb7	1	1.00000000
10077	doc-9e21c3c4005b3045	1	1.00000000
10077	doc-90d3b26e2f635f51	2	0.50000000
10119	doc-0decdab90027cfdd	1	1.00000000
10127	doc-db59382f2a64667d	1	1.00000000
10127	doc-56692af771d1c18a	2	0.50000000
10127	doc-be8786dc770dcdda	3	0.33333333
10127	doc-8550e39884f7980a	4	0.25000000
10127	doc-5e763a5323f3b22d	5	0.20000000
10127	doc-40e6b0a653dfbab4	6	0.16666667
10127	doc-14c0a27f97c18e08	7	0.14285714
10127	doc-befb0d84963f5ab6	8	0.12500000
10127	doc-2128a4216d980fb0	9	0.11111111
10127	doc-167395d44df300fe	10	0.10000000
10127	doc-8852092f5a414531	11	0.09090909
10137	doc-0cc75c1cd1e762f0	1	1.00000000
10137	doc-58f081264fec2480	2	0.50000000
10137	doc-e0b67ba97343829f	3	0.33333333
10137	doc-90d3b26e2f635f51	4	0.25000000
10137	doc-8852092f5a414531	5	0.20000000
10137	doc-5653d8ebd9c49f5b	6	0.16666667
10137	doc-cd78c4b91df10277	7	0.14285714
10137	doc-f17aaa54c8c1cd07	8	0.12500000
10137	doc-9c8a0a64eefd6ce9	9	0.11111111
10137	doc-406612505a0b0b9f	10	0.10000000
10137	doc-757c194f020f514e	11	0.09090909
10137	doc-befb0d84963f5ab6	12	0.08333333
10137	doc-6bfce5829aca6187	13	0.07692308
10137	doc-2a9d2c0363aab0aa	14	0.07142857
10151	doc-de9f1a76beddefa5	1	1.00000000
10175	doc-cd78c4b91df10277	1	1.00000000
10175	doc-6f83e7e8b96cef8e	2	0.50000000
10175	doc-406612505a0b0b9f	3	0.33333333
10201	doc-40e6b0a653dfbab4	1	1.00000000
10201	doc-db59382f2a64667d	2	0.50000000
10201	doc-56692af771d1c18a	3	0.33333333
10201	doc-8550e39884f7980a	4	0.25000000
10201	doc-5e763a5323f3b22d	5	0.20000000
10201	doc-14c0a27f97c18e08	6	0.16666667
10201	doc-befb0d84963f5ab6	7	0.14285714
10201	doc-2128a4216d980fb0	8	0.12500000
10201	doc-167395d44df300fe	9	0.11111111
10201	doc-8852092f5a414531	10	0.10000000
10205	doc-2d20028295cdadcd	1	1.00000000
10242	doc-f7722c0505e959c3	1	1.00000000
10253	doc-555085c66c6745a3	1	1.00000000
10258	doc-90d3b26e2f635f51	1	1.00000000
10265	doc-6b145832e4c9fd1c	1	1.00000000
10265	doc-04b6ab9d23c18151	2	0.50000000
10265	doc-368d585e959425be	3	0.33333333
10265	doc-522e3b5cdc936e76	4	0.25000000
10265	doc-ab73ac43b6251bb7	5	0.20000000
10265	doc-918d9ca1fc30b042	6	0.16666667
10265	doc-2128a4216d980fb0	7	0.14285714
10276	doc-61ab00409dd34401	1	1.00000000
10276	doc-a6d7c36db2b9fc44	2	0.50000000
10300	doc-5d2bd393f1aa2dd7	1	1.00000000
10300	doc-555085c66c6745a3	2	0.50000000
10308	doc-b23378d73e714cb1	1	1.00000000
10308	doc-555085c66c6745a3	2	0.50000000
10310	doc-0bdc29a62f6c7fc8	1	1.00000000
10310	doc-14c0a27f97c18e08	2	0.50000000
10310	doc-368d585e959425be	3	0.33333333
10310	doc-ff5908f80fde40b7	4	0.25000000
10310	doc-2a9d2c0363aab0aa	5	0.20000000
10310	doc-04b6ab9d23c18151	6	0.16666667
10310	doc-6bfce5829aca6187	7	0.14285714
10310	doc-e0b67ba97343829f	8	0.12500000
10310	doc-29bb6e3505e8cb1e	9	0.11111111
10311	doc-c3f766b0d2f27d98	1	1.00000000
10311	doc-f5841a4f496dbda9	2	0.50000000
10311	doc-4e72fa5c1199271e	3	0.33333333
10311	doc-ab73ac43b6251bb7	4	0.25000000
