query_id	doc_id	rank	score
10005	doc-9c8a0a64eefd6ce9	1	0.60000000
10005	doc-90d3b26e2f635f51	2	0.41714286
10005	doc-72ba35a72fed92d6	3	0.30000000
10005	doc-0081e300f0c5403c	4	0.20000000
10005	doc-04b6ab9d23c18151	5	0.15000000
10005	doc-dee6223b3990015e	6	0.12000000
10005	doc-afb540812c7b668b	7	0.10000000
10005	doc-f7722c0505e959c3	8	0.08571429
10005	doc-5d2bd393f1aa2dd7	9	0.07500000
10005	doc-b59612de6e7de22e	10	0.06666667
10005	doc-29bb6e3505e8cb1e	11	0.06000000
10005	doc-c83d009a3690a72f	12	0.05454545
10005	doc-78b2451976975730	13	0.05000000
10005	doc-72bc393db4b63d09	14	0.04615385
10005	doc-a6d7c36db2b9fc44	15	0.04285714
10005	doc-7a032428a3e9b53b	16	0.04000000
10005	doc-555085c66c6745a3	17	0.03750000
10005	doc-8df0484750f85409	18	0.03529412
10005	doc-afdd1eb8e179b8c0	19	0.03333333
10005	doc-ff5908f80fde40b7	20	0.03157895
10005	doc-befb0d84963f5ab6	21	0.03000000
10005	doc-9c6ffc8c9455b2c9	22	0.02857143
10005	doc-b10e178df21f9d44	23	0.02727273
10005	doc-02f312791c6dac9b	24	0.02608696
10005	doc-9785f9936104288c	25	0.02500000
10005	doc-263368468342e04f	26	0.02400000
10005	doc-d3f2c492d639b3ea	27	0.02307692
10005	doc-2d20028295cdadcd	28	0.02222222
10005	doc-2a9d2c0363aab0aa	29	0.02142857
10005	doc-3e7f8b736adab609	30	0.02068966
10005	doc-58f081264fec2480	31	0.02000000
10005	doc-6ec7f5faed90d6f9	32	0.01935484
10005	doc-de9f1a76beddefa5	33	0.01875000
10005	doc-648bdeb258291f32	34	0.01818182
10005	doc-b74f824b9bff1f8f	35	0.01764706
10005	doc-7ae9805397edaaa8	36	0.01666667
10005	doc-61ab00409dd34401	37	0.01621622
10005	doc-406612505a0b0b9f	38	0.01578947
10005	doc-9e21c3c4005b3045	39	0.01538462
10005	doc-6f83e7e8b96cef8e	40	0.01500000
10005	doc-5653d8ebd9c49f5b	41	0.01463415
10005	doc-31869dfad0455f70	42	0.01428571
10005	doc-6bfce5829aca6187	43	0.01395349
10005	doc-368d585e959425be	44	0.01363636
10005	doc-56692af771d1c18a	45	0.01333333
10005	doc-4710bbc7d191fa07	46	0.01304348
10005	doc-166a17809c28df2f	47	0.01276596
10005	doc-0cc75c1cd1e762f0	48	0.01250000
10005	doc-be8786dc770dcdda	49	0.01224490
10005	doc-e0b67ba97343829f	50	0.01200000
10005	doc-5631283746b4487a	51	0.01176471
10005	doc-757c194f020f514e	52	0.01153846
10005	doc-51e242b84d8d95d9	53	0.01132075
10005	doc-64a29d3fe4361bbf	54	0.01111111
10005	doc-85d8e85c8c989100	55	0.01090909
10005	doc-7e4425fcd0c03820	56	0.01071429
10005	doc-d0b1dd17b184c71c	57	0.01052632
10005	doc-2242399fb2d0fa30	58	0.01034483
10005	doc-62fdebafdfbaeeb7	59	0.01016949
10005	doc-46693ff451d479bf	60	0.01000000
10005	doc-cd78c4b91df10277	61	0.00983607
10005	doc-d3f9bca9c8f7e038	62	0.00967742
10005	doc-309c814d4ba7f736	63	0.00952381
10005	doc-0bdc29a62f6c7fc8	64	0.00937500
10005	doc-14c0a27f97c18e08	65	0.00923077
10005	doc-f5841a4f496dbda9	66	0.00909091
10005	doc-8852092f5a414531	67	0.00895522
10005	doc-8b6b6bbffde7d317	68	0.00882353
10005	doc-918d9ca1fc30b042	69	0.00869565
10005	doc-2603f2774de507c7	70	0.00857143
10005	doc-036fdbb06c478f12	71	0.00845070
10005	doc-1b890cdbb1fe2f6b	72	0.00833333
10005	doc-5e763a5323f3b22d	73	0.00821918
10005	doc-f952d93f49261451	74	0.00810811
10005	doc-93a0a9a95b2871d0	75	0.00800000
10005	doc-f17aaa54c8c1cd07	76	0.00789474
10005	doc-2128a4216d980fb0	77	0.00779221
10005	doc-6b145832e4c9fd1c	78	0.00769231
10005	doc-8550e39884f7980a	79	0.00759494
10005	doc-4d143f69ba4fd62f	80	0.00750000
10005	doc-ec51a0bf6e5de09d	81	0.00740741
10005	doc-78c12b84556bb09d	82	0.00731707
10005	doc-6f3c7c5898547879	83	0.00722892
10005	doc-ab73ac43b6251bb7	84	0.00714286
10005	doc-40e6b0a653dfbab4	85	0.00705882
10005	doc-491ad0d7a59984bd	86	0.00697674
10005	doc-9b4625f96a64ee0a	87	0.00689655
10005	doc-4e72fa5c1199271e	88	0.00681818
10005	doc-6717224309415d79	89	0.00674157
10005	doc-c3f766b0d2f27d98	90	0.00666667
10005	doc-522e3b5cdc936e76	91	0.00659341
10005	doc-c01e63b6735fbc8c	92	0.00652174
10005	doc-167395d44df300fe	93	0.00645161
10005	doc-b23378d73e714cb1	94	0.00638298
10005	doc-56568b6ac823c4cb	95	0.00631579
10005	doc-0decdab90027cfdd	96	0.00625000
10005	doc-db59382f2a64667d	97	0.00618557
10005	doc-60a03530f37caeee	98	0.00612245
10005	doc-463b3510c3cef8b8	99	0.00606061
10005	doc-27fa34d8322e71c8	100	0.00600000
10007	doc-555085c66c6745a3	1	0.60000000
10007	doc-46693ff451d479bf	2	0.48571429
10007	doc-78b2451976975730	3	0.30000000
10007	doc-90d3b26e2f635f51	4	0.24615385
10007	doc-72bc393db4b63d09	5	0.20000000
10007	doc-3e7f8b736adab609	6	0.15000000
10007	doc-be8786dc770dcdda	7	0.12000000
