query_id	doc_id	rank	score
10005	doc-9c8a0a64eefd6ce9	1	1.85772876
10005	doc-72ba35a72fed92d6	2	1.72318117
10005	doc-0081e300f0c5403c	3	1.43946945
10005	doc-04b6ab9d23c18151	4	1.34971538
10005	doc-dee6223b3990015e	5	1.26994848
10005	doc-afb540812c7b668b	6	1.20787781
10005	doc-f7722c0505e959c3	7	1.12505740
10005	doc-5d2bd393f1aa2dd7	8	1.01722927
10005	doc-b59612de6e7de22e	9	0.96663273
10005	doc-29bb6e3505e8cb1e	10	0.94830845
10005	doc-c83d009a3690a72f	11	0.94666734
10005	doc-78b2451976975730	12	0.89862818
10005	doc-72bc393db4b63d09	13	0.88239562
10005	doc-a6d7c36db2b9fc44	14	0.84114493
10005	doc-7a032428a3e9b53b	15	0.82624125
10005	doc-555085c66c6745a3	16	0.80344927
10005	doc-8df0484750f85409	17	0.80041727
10005	doc-afdd1eb8e179b8c0	18	0.79483614
10005	doc-ff5908f80fde40b7	19	0.76278362
10005	doc-befb0d84963f5ab6	20	0.70300577
10005	doc-9c6ffc8c9455b2c9	21	0.64893666
10005	doc-b10e178df21f9d44	22	0.60635459
10005	doc-02f312791c6dac9b	23	0.60354055
10005	doc-9785f9936104288c	24	0.59972456
10005	doc-263368468342e04f	25	0.59633982
10005	doc-90d3b26e2f635f51	26	0.57322687
10005	doc-d3f2c492d639b3ea	27	0.54640969
10005	doc-2d20028295cdadcd	28	0.53778186
10005	doc-2a9d2c0363aab0aa	29	0.51218623
10005	doc-3e7f8b736adab609	30	0.47616824
10005	doc-58f081264fec2480	31	0.45748477
10005	doc-6ec7f5faed90d6f9	32	0.40428139
10005	doc-de9f1a76beddefa5	33	0.39383931
10005	doc-648bdeb258291f32	34	0.37566021
10005	doc-b74f824b9bff1f8f	35	0.37427147
10005	doc-7ae9805397edaaa8	36	0.35628703
10005	doc-61ab00409dd34401	37	0.34725305
10005	doc-406612505a0b0b9f	38	0.32254215
10005	doc-9e21c3c4005b3045	39	0.28679767
10005	doc-6f83e7e8b96cef8e	40	0.26479829
10005	doc-5653d8ebd9c49f5b	41	0.20670169
10005	doc-31869dfad0455f70	42	0.19857788
10005	doc-6bfce5829aca6187	43	0.17954633
10005	doc-368d585e959425be	44	0.17700150
10005	doc-56692af771d1c18a	45	0.14894672
10005	doc-4710bbc7d191fa07	46	0.14789137
10005	doc-166a17809c28df2f	47	0.13456283
10005	doc-0cc75c1cd1e762f0	48	0.12261443
10005	doc-be8786dc770dcdda	49	0.09535009
10005	doc-e0b67ba97343829f	50	0.08467105
10005	doc-5631283746b4487a	51	0.07919675
10005	doc-757c194f020f514e	52	0.05129361
10005	doc-51e242b84d8d95d9	53	0.02623462
10005	doc-64a29d3fe4361bbf	54	0.01855317
10005	doc-85d8e85c8c989100	55	0.01692712
10005	doc-7e4425fcd0c03820	56	-0.02423179
10005	doc-d0b1dd17b184c71c	57	-0.07184580
10005	doc-2242399fb2d0fa30	58	-0.08189678
10005	doc-62fdebafdfbaeeb7	59	-0.10395173
10005	doc-46693ff451d479bf	60	-0.14402338
10005	doc-cd78c4b91df10277	61	-0.16368084
10005	doc-d3f9bca9c8f7e038	62	-0.20613062
10005	doc-309c814d4ba7f736	63	-0.23249518
10005	doc-0bdc29a62f6c7fc8	64	-0.24357607
10005	doc-14c0a27f97c18e08	65	-0.28559604
10005	doc-f5841a4f496dbda9	66	-0.29729674
10005	doc-8852092f5a414531	67	-0.30182215
10005	doc-8b6b6bbffde7d317	68	-0.31424052
10005	doc-918d9ca1fc30b042	69	-0.35228857
10005	doc-2603f2774de507c7	70	-0.38529822
10005	doc-036fdbb06c478f12	71	-0.39530654
10005	doc-1b890cdbb1fe2f6b	72	-0.41463742
10005	doc-5e763a5323f3b22d	73	-0.41886996
10005	doc-f952d93f49261451	74	-0.43200850
10005	doc-93a0a9a95b2871d0	75	-0.46044578
10005	doc-f17aaa54c8c1cd07	76	-0.52436046
10005	doc-2128a4216d980fb0	77	-0.56710492
10005	doc-6b145832e4c9fd1c	78	-0.58172863
10005	doc-8550e39884f7980a	79	-0.60833051
10005	doc-4d143f69ba4fd62f	80	-0.61343701
10005	doc-ec51a0bf6e5de09d	81	-0.61665076
10005	doc-78c12b84556bb09d	82	-0.78225680
10005	doc-6f3c7c5898547879	83	-0.79678230
10005	doc-ab73ac43b6251bb7	84	-0.81433728
10005	doc-40e6b0a653dfbab4	85	-0.81649101
10005	doc-491ad0d7a59984bd	86	-0.84522511
10005	doc-9b4625f96a64ee0a	87	-0.86310917
10005	doc-4e72fa5c1199271e	88	-0.97877684
10005	doc-6717224309415d79	89	-1.04905485
10005	doc-c3f766b0d2f27d98	90	-1.05111681
10005	doc-522e3b5cdc936e76	91	-1.05703527
10005	doc-c01e63b6735fbc8c	92	-1.13950724
10005	doc-167395d44df300fe	93	-1.20376606
10005	doc-b23378d73e714cb1	94	-1.33555731
10005	doc-56568b6ac823c4cb	95	-1.41318303
10005	doc-0decdab90027cfdd	96	-1.48214041
10005	doc-db59382f2a64667d	97	-1.61643993
10005	doc-60a03530f37caeee	98	-1.72821023
10005	doc-463b3510c3cef8b8	99	-2.01149070
10005	doc-27fa34d8322e71c8	100	-2.11093656
10007	doc-555085c66c6745a3	1	3.31553912
10007	doc-78b2451976975730	2	2.44601856
10007	doc-72bc393db4b63d09	3	1.45370790
10007	doc-3e7f8b736adab609	4	1.45206209
10007	doc-be8786dc770dcdda	5	1.44568223
10007	doc-46693ff451d479bf	6	1.41945875
10007	doc-b74f824b9bff1f8f	7	1.25583663
10007	doc-afb540812c7b668b	8	1.20522050
10007	doc-afdd1eb8e179b8c0	9	1.12130840
10007	doc-72ba35a72fed92d6	10	1.01987580
10007	doc-de9f1a76beddefa5	11	1.01682697
10007	doc-5653d8ebd9c49f5b	12	1.00767773
10007	doc-90d3b26e2f635f51	13	0.78581093
10007	doc-6f83e7e8b96cef8e	14	0.78267648
10007	doc-0081e300f0c5403c	15	0.71171316
10007	doc-c83d009a3690a72f	16	0.70907523
